id,recorded_at,jenis_makanan,battery,temperature,humidity,gas_level,status,lid_status,expired_days,predicted_spoiled
758,2025-09-02 02:45:13.277 +0700,fruits,70,29.19,91.44,419.7,bad,CLOSED,5.76,-0.57
759,2025-09-02 02:45:18.589 +0700,fruits,86,22.86,51.25,414.56,bad,CLOSED,6.9,0.57
760,2025-09-02 02:45:23.888 +0700,fruits,32,29.21,53.46,410.6,bad,CLOSED,7.5,1.17
761,2025-09-02 02:45:29.253 +0700,fruits,35,20.14,61.01,406.45,warning,CLOSED,6.2,-0.13
762,2025-09-02 02:45:34.637 +0700,fruits,36,28.97,49.23,400.65,bad,OPEN,7.71,1.38
763,2025-09-02 02:45:39.965 +0700,fruits,77,21.6,53.49,396.29,good,OPEN,6.75,0.42
764,2025-09-02 02:45:45.239 +0700,fruits,74,25.65,78.99,410.93,bad,OPEN,5.98,-0.35
765,2025-09-02 02:45:50.597 +0700,fruits,60,24.26,63.86,419.81,bad,CLOSED,6.46,0.13
766,2025-09-02 02:45:55.963 +0700,fruits,30,26.51,67.13,397.11,bad,OPEN,6.66,0.33
767,2025-09-02 02:46:01.330 +0700,fruits,33,27.95,86.18,403.0,bad,OPEN,5.94,-0.39
768,2025-09-02 02:46:06.703 +0700,fruits,68,26.09,43.16,400.7,bad,OPEN,7.67,1.34
769,2025-09-02 02:46:12.065 +0700,fruits,74,23.64,85.97,397.55,bad,CLOSED,5.51,-0.82
770,2025-09-02 02:46:17.397 +0700,fruits,53,23.91,58.85,416.71,bad,CLOSED,6.66,0.33
771,2025-09-02 02:46:22.759 +0700,fruits,44,23.77,81.48,398.99,bad,CLOSED,5.72,-0.61
772,2025-09-02 02:46:28.109 +0700,fruits,60,22.82,93.01,399.38,bad,CLOSED,5.1,-1.23
773,2025-09-02 02:46:33.463 +0700,fruits,36,21.73,94.67,414.96,bad,OPEN,4.84,-1.49
774,2025-09-02 02:46:38.830 +0700,fruits,60,18.53,71.0,416.45,bad,CLOSED,5.54,-0.79
775,2025-09-02 02:46:44.218 +0700,fruits,77,21.53,60.39,415.42,bad,CLOSED,6.34,0.01
776,2025-09-02 02:46:49.596 +0700,fruits,62,19.35,88.45,416.9,bad,CLOSED,4.85,-1.48
777,2025-09-02 02:46:54.918 +0700,fruits,82,18.6,70.8,410.84,bad,CLOSED,5.58,-0.75
778,2025-09-02 02:47:00.238 +0700,fruits,86,22.67,49.7,400.1,good,CLOSED,7.01,0.68
779,2025-09-02 02:47:05.602 +0700,fruits,80,27.05,79.99,405.55,bad,OPEN,6.11,-0.22
780,2025-09-02 02:47:10.938 +0700,fruits,53,19.62,58.31,403.91,good,CLOSED,6.28,-0.05
781,2025-09-02 02:47:16.287 +0700,fruits,72,18.71,81.96,417.65,bad,OPEN,5.06,-1.27
782,2025-09-02 02:47:21.631 +0700,fruits,47,28.73,49.84,399.46,bad,CLOSED,7.66,1.33
783,2025-09-02 02:47:26.969 +0700,fruits,72,20.42,60.26,415.01,bad,CLOSED,6.23,-0.1
784,2025-09-02 02:47:32.365 +0700,fruits,100,21.17,62.12,395.71,good,OPEN,6.32,-0.01
785,2025-09-02 02:47:37.668 +0700,fruits,35,27.5,45.6,409.94,bad,OPEN,7.67,1.34
786,2025-09-02 02:47:43.006 +0700,fruits,38,27.92,78.1,408.23,bad,OPEN,6.27,-0.06
787,2025-09-02 02:47:48.316 +0700,fruits,92,21.19,91.79,411.05,bad,OPEN,4.92,-1.41
788,2025-09-02 02:47:53.633 +0700,fruits,93,22.87,67.38,409.56,warning,OPEN,6.2,-0.13
789,2025-09-02 02:47:58.969 +0700,fruits,60,28.64,90.14,409.76,bad,OPEN,5.81,-0.52
790,2025-09-02 02:48:04.306 +0700,fruits,44,27.93,74.34,397.7,bad,CLOSED,6.49,0.16
791,2025-09-02 02:48:09.540 +0700,fruits,53,22.27,89.73,402.5,bad,OPEN,5.17,-1.16
792,2025-09-02 02:48:14.802 +0700,fruits,99,22.59,75.92,418.64,bad,CLOSED,5.75,-0.58
793,2025-09-02 02:48:20.176 +0700,fruits,70,19.15,79.42,416.54,bad,CLOSED,5.23,-1.1
794,2025-09-02 02:48:25.538 +0700,fruits,91,28.96,48.07,395.51,bad,OPEN,7.79,1.46
795,2025-09-02 02:48:30.785 +0700,fruits,78,18.93,71.93,409.99,warning,OPEN,5.57,-0.76
796,2025-09-02 02:48:36.114 +0700,fruits,66,20.11,74.71,406.36,bad,CLOSED,5.59,-0.74
797,2025-09-02 02:48:41.581 +0700,fruits,37,18.93,57.01,406.07,warning,OPEN,6.25,-0.08
798,2025-09-02 02:48:46.912 +0700,fruits,55,18.91,71.01,397.79,warning,OPEN,5.67,-0.66
799,2025-09-02 02:48:52.265 +0700,fruits,36,20.53,56.18,400.9,good,OPEN,6.49,0.16
800,2025-09-02 02:48:57.629 +0700,fruits,66,27.95,85.2,398.88,bad,CLOSED,6.0,-0.33
801,2025-09-02 02:49:02.943 +0700,fruits,34,29.83,79.45,398.0,bad,CLOSED,6.47,0.14
802,2025-09-02 02:49:08.347 +0700,fruits,39,25.74,89.66,408.84,bad,OPEN,5.52,-0.81
803,2025-09-02 02:49:13.722 +0700,fruits,75,23.22,44.69,405.51,warning,CLOSED,7.27,0.94
804,2025-09-02 02:49:19.100 +0700,fruits,70,22.07,80.41,403.36,bad,CLOSED,5.56,-0.77
805,2025-09-02 02:49:24.449 +0700,fruits,40,26.02,78.27,397.21,bad,OPEN,6.11,-0.22
806,2025-09-02 02:49:29.793 +0700,fruits,97,21.76,91.2,396.46,bad,CLOSED,5.08,-1.25
807,2025-09-02 02:49:35.203 +0700,fruits,68,19.07,40.85,418.95,bad,CLOSED,6.93,0.6
808,2025-09-02 02:49:40.514 +0700,fruits,46,20.04,92.16,405.61,bad,CLOSED,4.81,-1.52
809,2025-09-02 02:49:45.949 +0700,fruits,65,28.55,67.9,409.76,bad,CLOSED,6.79,0.46
810,2025-09-02 02:49:51.288 +0700,fruits,92,23.5,92.25,419.66,bad,CLOSED,5.11,-1.22
811,2025-09-02 02:49:56.662 +0700,fruits,54,18.07,78.24,398.02,bad,OPEN,5.25,-1.08
812,2025-09-02 02:50:01.988 +0700,fruits,63,19.62,48.23,414.01,bad,OPEN,6.68,0.35
813,2025-09-02 02:50:07.317 +0700,fruits,91,23.14,68.76,395.66,warning,OPEN,6.23,-0.1
814,2025-09-02 02:50:12.666 +0700,fruits,83,18.76,60.34,414.87,bad,CLOSED,6.05,-0.28
815,2025-09-02 02:50:18.021 +0700,fruits,30,29.89,88.66,409.46,bad,CLOSED,6.01,-0.32
816,2025-09-02 02:50:23.408 +0700,fruits,70,25.75,87.73,409.55,bad,OPEN,5.6,-0.73
817,2025-09-02 02:50:28.697 +0700,fruits,44,26.39,52.19,398.31,bad,OPEN,7.31,0.98
818,2025-09-02 02:50:34.059 +0700,fruits,82,24.99,93.07,416.4,bad,CLOSED,5.25,-1.08
819,2025-09-02 02:50:39.403 +0700,fruits,65,27.42,85.53,396.18,bad,OPEN,5.94,-0.39
820,2025-09-02 02:50:44.749 +0700,fruits,61,26.7,40.08,409.72,bad,OPEN,7.83,1.5
821,2025-09-02 02:50:50.151 +0700,fruits,44,19.96,88.6,397.76,bad,CLOSED,4.99,-1.34
822,2025-09-02 02:50:55.513 +0700,fruits,36,27.81,61.02,399.93,bad,OPEN,7.06,0.73
823,2025-09-02 02:51:00.897 +0700,fruits,55,22.28,93.3,407.12,bad,OPEN,4.99,-1.34
824,2025-09-02 02:51:06.263 +0700,fruits,82,24.79,75.4,413.79,bad,CLOSED,6.03,-0.3
825,2025-09-02 02:51:11.611 +0700,fruits,86,26.96,76.01,405.18,bad,CLOSED,6.28,-0.05
826,2025-09-02 02:51:16.934 +0700,fruits,49,23.91,45.36,401.2,good,CLOSED,7.34,1.01
827,2025-09-02 02:51:22.277 +0700,fruits,37,26.76,45.87,407.18,bad,OPEN,7.59,1.26
828,2025-09-02 02:51:27.659 +0700,fruits,97,20.25,41.72,399.8,good,OPEN,7.11,0.78
829,2025-09-02 02:51:33.051 +0700,fruits,65,26.71,74.86,407.8,bad,OPEN,6.29,-0.04
830,2025-09-02 02:51:38.540 +0700,fruits,64,29.22,82.52,398.51,bad,OPEN,6.26,-0.07
831,2025-09-02 02:51:43.928 +0700,fruits,84,20.27,64.35,407.47,warning,OPEN,6.07,-0.26
832,2025-09-02 02:51:49.348 +0700,fruits,79,27.17,71.18,405.26,bad,CLOSED,6.52,0.19
833,2025-09-02 02:51:54.734 +0700,fruits,53,20.32,85.02,414.37,bad,OPEN,5.12,-1.21
834,2025-09-02 02:52:00.108 +0700,fruits,71,26.27,75.61,399.02,bad,CLOSED,6.25,-0.08
835,2025-09-02 02:52:05.465 +0700,fruits,46,29.07,94.65,417.46,bad,CLOSED,5.62,-0.71
836,2025-09-02 02:52:10.782 +0700,fruits,76,24.94,79.5,399.69,bad,CLOSED,5.93,-0.4
837,2025-09-02 02:52:16.179 +0700,fruits,33,20.55,94.24,418.29,bad,CLOSED,4.71,-1.62
838,2025-09-02 02:52:21.527 +0700,fruits,74,22.37,71.69,403.76,warning,OPEN,5.98,-0.35
839,2025-09-02 02:52:26.916 +0700,fruits,73,29.65,40.89,414.33,bad,OPEN,8.09,1.76
840,2025-09-02 02:52:32.204 +0700,fruits,60,21.0,70.96,410.17,bad,CLOSED,5.84,-0.49
841,2025-09-02 02:52:37.557 +0700,fruits,76,28.25,59.71,404.94,bad,CLOSED,7.15,0.82
842,2025-09-02 02:52:42.879 +0700,fruits,30,18.4,85.33,414.07,bad,CLOSED,4.9,-1.43
843,2025-09-02 02:52:48.257 +0700,fruits,91,18.21,52.2,414.28,bad,OPEN,6.35,0.02
844,2025-09-02 02:52:54.828 +0700,fruits,55,27.77,47.56,418.8,bad,CLOSED,7.57,1.24
845,2025-09-02 02:53:00.173 +0700,fruits,69,23.87,74.87,405.98,bad,OPEN,5.99,-0.34
846,2025-09-02 02:53:05.556 +0700,fruits,40,24.03,53.64,412.38,bad,CLOSED,6.93,0.6
847,2025-09-02 02:53:10.912 +0700,fruits,30,25.03,45.69,397.07,warning,CLOSED,7.46,1.13
848,2025-09-02 02:53:16.265 +0700,fruits,47,18.92,93.7,395.49,bad,CLOSED,4.67,-1.66
849,2025-09-02 02:53:21.618 +0700,fruits,64,25.59,94.73,405.72,bad,OPEN,5.29,-1.04
850,2025-09-02 02:53:27.000 +0700,fruits,79,18.59,76.33,398.77,bad,OPEN,5.39,-0.94
851,2025-09-02 02:53:32.348 +0700,fruits,55,22.18,73.61,419.99,bad,OPEN,5.8,-0.53
852,2025-09-02 02:53:37.768 +0700,fruits,66,28.06,74.19,403.52,bad,OPEN,6.49,0.16
853,2025-09-02 02:53:43.153 +0700,fruits,32,27.05,48.82,407.11,bad,CLOSED,7.49,1.16
854,2025-09-02 02:53:48.498 +0700,fruits,55,24.08,51.57,398.53,warning,OPEN,7.09,0.76
855,2025-09-02 02:53:53.828 +0700,fruits,100,25.72,80.23,415.97,bad,OPEN,5.91,-0.42
856,2025-09-02 02:53:59.100 +0700,fruits,42,19.71,50.89,411.86,bad,CLOSED,6.59,0.26
857,2025-09-02 02:54:04.458 +0700,fruits,95,21.06,77.47,403.4,bad,CLOSED,5.58,-0.75
858,2025-09-02 02:54:09.812 +0700,fruits,57,24.46,69.54,419.18,bad,CLOSED,6.23,-0.1
859,2025-09-02 02:54:15.133 +0700,fruits,83,22.84,67.53,405.28,warning,OPEN,6.21,-0.12
860,2025-09-02 02:54:20.376 +0700,fruits,55,25.21,81.43,398.58,bad,CLOSED,5.88,-0.45
861,2025-09-02 02:54:25.698 +0700,fruits,63,25.4,63.51,412.34,bad,OPEN,6.63,0.3
862,2025-09-02 02:54:31.203 +0700,fruits,83,27.33,86.38,397.5,bad,OPEN,5.89,-0.44
863,2025-09-02 02:54:36.563 +0700,fruits,84,22.83,78.4,395.15,bad,CLOSED,5.77,-0.56
864,2025-09-02 02:54:41.919 +0700,fruits,98,27.47,63.54,401.4,bad,CLOSED,6.91,0.58
865,2025-09-02 02:54:47.329 +0700,fruits,37,27.52,64.79,412.54,bad,OPEN,6.81,0.48
866,2025-09-02 02:54:52.664 +0700,fruits,59,29.46,59.52,406.04,bad,CLOSED,7.28,0.95
867,2025-09-02 02:54:58.039 +0700,fruits,57,26.47,66.46,415.39,bad,CLOSED,6.6,0.27
868,2025-09-02 02:55:03.405 +0700,fruits,83,22.08,43.3,400.98,good,OPEN,7.23,0.9
869,2025-09-02 02:55:08.767 +0700,fruits,42,25.83,91.68,417.96,bad,CLOSED,5.4,-0.93
870,2025-09-02 02:55:14.167 +0700,fruits,99,19.83,43.53,411.19,bad,OPEN,6.93,0.6
871,2025-09-02 02:55:19.517 +0700,fruits,37,27.15,88.68,395.87,bad,OPEN,5.78,-0.55
872,2025-09-02 02:55:24.961 +0700,fruits,58,27.77,73.66,398.17,bad,CLOSED,6.5,0.17
873,2025-09-02 02:55:30.338 +0700,fruits,81,24.66,94.68,401.0,bad,CLOSED,5.22,-1.11
874,2025-09-02 02:55:35.705 +0700,fruits,77,19.16,69.4,412.83,bad,CLOSED,5.7,-0.63
875,2025-09-02 02:55:41.055 +0700,fruits,68,28.48,87.98,398.69,bad,CLOSED,5.94,-0.39
876,2025-09-02 02:55:46.333 +0700,fruits,49,22.72,89.1,413.66,bad,OPEN,5.2,-1.13
877,2025-09-02 02:55:51.696 +0700,fruits,48,19.53,88.13,410.78,bad,CLOSED,4.91,-1.42
878,2025-09-02 02:55:57.053 +0700,fruits,78,24.65,80.81,416.88,bad,CLOSED,5.76,-0.57
879,2025-09-02 02:56:02.361 +0700,fruits,82,21.38,89.0,413.94,bad,CLOSED,5.06,-1.27
880,2025-09-02 02:56:07.742 +0700,fruits,74,28.51,44.98,404.62,bad,OPEN,7.83,1.5
881,2025-09-02 02:56:13.129 +0700,fruits,72,27.36,58.04,396.31,bad,CLOSED,7.16,0.83
882,2025-09-02 02:56:18.478 +0700,fruits,30,26.53,57.85,417.31,bad,OPEN,6.99,0.66
883,2025-09-02 02:56:23.748 +0700,fruits,60,20.74,81.07,403.55,bad,OPEN,5.39,-0.94
884,2025-09-02 02:56:29.072 +0700,fruits,87,26.02,72.56,407.81,bad,CLOSED,6.32,-0.01
885,2025-09-02 02:56:34.431 +0700,fruits,96,29.37,49.05,411.22,bad,OPEN,7.71,1.38
886,2025-09-02 02:56:39.809 +0700,fruits,72,20.95,60.86,415.26,bad,CLOSED,6.26,-0.07
887,2025-09-02 02:56:45.199 +0700,fruits,70,18.25,46.91,405.39,warning,CLOSED,6.63,0.3
888,2025-09-02 02:56:50.549 +0700,fruits,69,22.94,83.17,410.59,bad,CLOSED,5.5,-0.83
889,2025-09-02 02:56:55.923 +0700,fruits,80,20.07,53.34,397.99,good,CLOSED,6.58,0.25
890,2025-09-02 02:57:01.289 +0700,fruits,85,24.07,94.98,414.84,bad,OPEN,5.07,-1.26
891,2025-09-02 02:57:06.653 +0700,fruits,37,22.1,74.34,401.84,bad,CLOSED,5.84,-0.49
892,2025-09-02 02:57:12.018 +0700,fruits,62,22.28,63.04,407.07,warning,CLOSED,6.34,0.01
893,2025-09-02 02:57:17.384 +0700,fruits,33,20.99,90.56,396.44,bad,CLOSED,5.02,-1.31
894,2025-09-02 02:57:22.733 +0700,fruits,81,19.4,77.0,412.07,bad,OPEN,5.39,-0.94
895,2025-09-02 02:57:28.082 +0700,fruits,70,29.09,61.11,408.81,bad,CLOSED,7.16,0.83
896,2025-09-02 02:57:33.375 +0700,fruits,58,25.63,71.64,417.63,bad,CLOSED,6.27,-0.06
897,2025-09-02 02:57:38.729 +0700,fruits,73,22.11,80.19,414.54,bad,OPEN,5.52,-0.81
898,2025-09-02 02:57:44.110 +0700,fruits,67,25.77,81.14,411.52,bad,OPEN,5.89,-0.44
899,2025-09-02 02:57:49.491 +0700,fruits,37,22.56,83.62,412.38,bad,CLOSED,5.43,-0.9
900,2025-09-02 02:57:54.842 +0700,fruits,35,23.52,64.23,402.72,warning,OPEN,6.44,0.11
901,2025-09-02 02:58:00.188 +0700,fruits,58,27.72,44.8,395.36,bad,CLOSED,7.8,1.47
902,2025-09-02 02:58:05.560 +0700,fruits,64,21.33,53.2,395.58,good,CLOSED,6.73,0.4
903,2025-09-02 02:58:10.970 +0700,fruits,73,22.09,61.94,406.77,warning,CLOSED,6.37,0.04
904,2025-09-02 02:58:16.386 +0700,fruits,69,25.67,52.12,411.96,bad,OPEN,7.17,0.84
905,2025-09-02 02:58:21.714 +0700,fruits,92,25.09,84.36,410.86,bad,OPEN,5.68,-0.65
906,2025-09-02 02:58:27.075 +0700,fruits,48,18.38,89.06,408.71,bad,CLOSED,4.75,-1.58
907,2025-09-02 02:58:32.460 +0700,fruits,95,27.72,93.04,416.09,bad,OPEN,5.55,-0.78
908,2025-09-02 02:58:37.803 +0700,fruits,60,27.12,74.57,408.22,bad,OPEN,6.35,0.02
909,2025-09-02 02:58:43.122 +0700,fruits,69,29.19,67.23,402.97,bad,CLOSED,6.92,0.59
910,2025-09-02 02:58:48.416 +0700,fruits,85,24.47,75.18,410.39,bad,CLOSED,6.02,-0.31
911,2025-09-02 02:58:53.820 +0700,fruits,77,18.85,83.46,414.08,bad,OPEN,5.03,-1.3
912,2025-09-02 02:58:59.212 +0700,fruits,87,22.24,92.03,403.42,bad,OPEN,5.06,-1.27
913,2025-09-02 02:59:04.614 +0700,fruits,47,26.56,90.9,406.92,bad,CLOSED,5.56,-0.77
914,2025-09-02 02:59:10.029 +0700,fruits,69,25.73,60.59,403.19,warning,OPEN,6.84,0.51
915,2025-09-02 02:59:15.409 +0700,fruits,55,28.83,87.62,395.05,bad,OPEN,6.01,-0.32
916,2025-09-02 02:59:20.817 +0700,fruits,51,23.02,50.18,413.32,bad,OPEN,6.97,0.64
917,2025-09-02 02:59:26.179 +0700,fruits,99,21.39,67.41,413.17,bad,CLOSED,6.02,-0.31
918,2025-09-02 02:59:31.594 +0700,fruits,44,20.69,83.14,407.94,bad,OPEN,5.27,-1.06
919,2025-09-02 02:59:37.005 +0700,fruits,30,21.87,56.55,412.38,bad,CLOSED,6.56,0.23
920,2025-09-02 02:59:42.438 +0700,fruits,46,19.75,58.89,396.51,good,OPEN,6.3,-0.03
921,2025-09-02 02:59:47.806 +0700,fruits,32,24.02,53.32,417.45,bad,OPEN,6.92,0.59
922,2025-09-02 02:59:53.210 +0700,fruits,62,23.42,90.09,397.81,bad,CLOSED,5.3,-1.03
923,2025-09-02 02:59:58.573 +0700,fruits,80,21.78,82.83,411.72,bad,OPEN,5.38,-0.95
924,2025-09-02 03:00:04.000 +0700,fruits,85,27.27,82.1,412.25,bad,OPEN,6.01,-0.32
925,2025-09-02 03:00:09.412 +0700,fruits,94,18.65,51.01,412.69,bad,OPEN,6.46,0.13
926,2025-09-02 03:00:14.832 +0700,fruits,64,18.77,63.96,412.75,bad,OPEN,5.9,-0.43
927,2025-09-02 03:00:20.244 +0700,fruits,79,19.51,66.12,416.19,bad,OPEN,5.86,-0.47
928,2025-09-02 03:00:25.639 +0700,fruits,35,20.97,91.42,395.38,bad,CLOSED,4.99,-1.34
929,2025-09-02 03:00:30.983 +0700,fruits,78,18.92,64.93,402.18,good,CLOSED,5.92,-0.41
930,2025-09-02 03:00:36.277 +0700,fruits,42,20.1,67.86,400.95,good,OPEN,5.92,-0.41
931,2025-09-02 03:00:41.581 +0700,fruits,46,25.06,43.65,405.73,warning,OPEN,7.51,1.18
932,2025-09-02 03:00:46.913 +0700,fruits,59,29.85,46.83,404.05,bad,OPEN,7.9,1.57
933,2025-09-02 03:00:52.314 +0700,fruits,75,18.86,70.54,399.61,warning,OPEN,5.67,-0.66
934,2025-09-02 03:00:57.580 +0700,fruits,62,22.58,64.56,411.29,bad,CLOSED,6.29,-0.04
935,2025-09-02 03:01:02.979 +0700,fruits,48,23.41,81.19,395.2,bad,OPEN,5.71,-0.62
936,2025-09-02 03:01:08.395 +0700,fruits,61,22.9,47.39,416.26,bad,CLOSED,7.07,0.74
937,2025-09-02 03:01:13.809 +0700,fruits,63,18.77,74.55,419.92,bad,CLOSED,5.39,-0.94
938,2025-09-02 03:01:19.220 +0700,fruits,68,21.0,75.43,418.24,bad,CLOSED,5.6,-0.73
939,2025-09-02 03:01:24.597 +0700,fruits,65,26.43,87.53,404.61,bad,OPEN,5.71,-0.62
940,2025-09-02 03:01:30.011 +0700,fruits,89,23.5,63.91,419.32,bad,OPEN,6.38,0.05
941,2025-09-02 03:01:35.415 +0700,fruits,39,20.68,58.41,413.82,bad,OPEN,6.35,0.02
942,2025-09-02 03:01:40.788 +0700,fruits,81,20.13,53.82,416.08,bad,OPEN,6.48,0.15
943,2025-09-02 03:01:46.169 +0700,fruits,73,29.6,66.9,402.3,bad,OPEN,6.98,0.65
944,2025-09-02 03:01:51.534 +0700,fruits,48,20.62,71.16,402.57,warning,CLOSED,5.82,-0.51
945,2025-09-02 03:01:56.938 +0700,fruits,91,25.85,55.71,398.7,warning,CLOSED,7.09,0.76
946,2025-09-02 03:02:02.332 +0700,fruits,95,20.36,54.0,416.92,bad,OPEN,6.49,0.16
947,2025-09-02 03:02:07.749 +0700,fruits,82,23.94,54.74,403.7,warning,OPEN,6.91,0.58
948,2025-09-02 03:02:13.139 +0700,fruits,62,24.89,64.93,416.58,bad,CLOSED,6.5,0.17
949,2025-09-02 03:02:18.476 +0700,fruits,88,27.19,74.76,411.48,bad,CLOSED,6.33,0.0
950,2025-09-02 03:02:23.837 +0700,fruits,61,18.13,50.24,403.22,good,OPEN,6.48,0.15
951,2025-09-02 03:02:29.216 +0700,fruits,79,24.96,78.01,398.14,bad,CLOSED,6.01,-0.32
952,2025-09-02 03:02:34.587 +0700,fruits,56,29.66,72.28,398.58,bad,CLOSED,6.77,0.44
953,2025-09-02 03:02:39.988 +0700,fruits,68,28.42,77.34,418.85,bad,OPEN,6.31,-0.02
954,2025-09-02 03:02:45.379 +0700,fruits,70,21.4,87.11,412.04,bad,OPEN,5.15,-1.18
955,2025-09-02 03:02:50.774 +0700,fruits,73,23.52,73.44,419.94,bad,CLOSED,5.95,-0.38
956,2025-09-02 03:02:56.178 +0700,fruits,65,20.53,86.51,407.47,bad,OPEN,5.1,-1.23
957,2025-09-02 03:03:01.554 +0700,fruits,78,27.52,71.27,399.7,bad,CLOSED,6.58,0.25
958,2025-09-02 03:03:06.940 +0700,fruits,76,19.61,80.06,397.08,bad,OPEN,5.34,-0.99
959,2025-09-02 03:03:12.328 +0700,fruits,59,26.58,51.57,417.32,bad,CLOSED,7.27,0.94
960,2025-09-02 03:03:17.757 +0700,fruits,80,23.76,40.35,410.29,bad,CLOSED,7.5,1.17
961,2025-09-02 03:03:23.177 +0700,fruits,50,18.03,79.56,415.4,bad,OPEN,5.11,-1.22
962,2025-09-02 03:03:28.573 +0700,fruits,68,21.66,94.62,416.58,bad,CLOSED,4.82,-1.51
963,2025-09-02 03:03:33.967 +0700,fruits,81,18.9,82.89,405.14,bad,CLOSED,5.1,-1.23
964,2025-09-02 03:03:39.310 +0700,fruits,89,25.52,53.92,416.96,bad,OPEN,7.05,0.72
965,2025-09-02 03:03:44.723 +0700,fruits,72,29.71,41.35,405.18,bad,OPEN,8.12,1.79
966,2025-09-02 03:03:50.145 +0700,fruits,76,23.79,70.31,400.86,warning,OPEN,6.21,-0.12
967,2025-09-02 03:03:55.532 +0700,fruits,35,27.29,61.9,403.64,bad,CLOSED,6.95,0.62
968,2025-09-02 03:04:00.901 +0700,fruits,76,19.07,60.77,402.73,good,OPEN,6.12,-0.21
969,2025-09-02 03:04:06.267 +0700,fruits,57,28.45,84.48,400.6,bad,CLOSED,6.08,-0.25
970,2025-09-02 03:04:11.663 +0700,fruits,87,23.45,89.08,417.52,bad,CLOSED,5.26,-1.07
971,2025-09-02 03:04:17.077 +0700,fruits,40,23.06,81.84,395.26,bad,OPEN,5.64,-0.69
972,2025-09-02 03:04:22.451 +0700,fruits,49,27.46,48.18,397.34,bad,CLOSED,7.61,1.28
973,2025-09-02 03:04:27.820 +0700,fruits,76,25.21,40.98,401.76,warning,CLOSED,7.67,1.34
974,2025-09-02 03:04:33.223 +0700,fruits,35,29.19,54.84,395.94,bad,CLOSED,7.51,1.18
975,2025-09-02 03:04:38.606 +0700,fruits,43,28.6,78.44,408.08,bad,CLOSED,6.33,0.0
976,2025-09-02 03:04:44.005 +0700,fruits,49,23.62,60.9,403.41,warning,CLOSED,6.6,0.27
977,2025-09-02 03:04:49.559 +0700,fruits,65,25.21,86.92,395.55,bad,CLOSED,5.65,-0.68
978,2025-09-02 03:04:54.925 +0700,fruits,64,18.89,87.73,409.53,bad,CLOSED,4.86,-1.47
979,2025-09-02 03:05:00.397 +0700,fruits,96,26.99,71.87,400.52,bad,OPEN,6.49,0.16
980,2025-09-02 03:05:05.752 +0700,fruits,56,19.28,72.43,398.62,bad,OPEN,5.64,-0.69
981,2025-09-02 03:05:11.123 +0700,fruits,72,23.98,67.3,419.99,bad,CLOSED,6.28,-0.05
982,2025-09-02 03:05:16.518 +0700,fruits,55,25.96,76.18,398.47,bad,CLOSED,6.19,-0.14
983,2025-09-02 03:05:21.931 +0700,fruits,76,26.43,71.73,417.74,bad,CLOSED,6.35,0.02
984,2025-09-02 03:05:27.342 +0700,fruits,93,25.06,65.21,407.44,warning,CLOSED,6.54,0.21
985,2025-09-02 03:05:32.749 +0700,fruits,32,19.57,54.73,403.9,good,OPEN,6.44,0.11
986,2025-09-02 03:05:38.121 +0700,fruits,88,22.49,71.36,410.77,bad,OPEN,5.98,-0.35
987,2025-09-02 03:05:43.503 +0700,fruits,79,22.35,88.62,405.33,bad,CLOSED,5.22,-1.11
988,2025-09-02 03:05:48.916 +0700,fruits,46,20.43,73.14,414.66,bad,OPEN,5.66,-0.67
989,2025-09-02 03:05:54.331 +0700,fruits,40,29.2,70.18,408.0,bad,OPEN,6.77,0.44
990,2025-09-02 03:05:59.743 +0700,fruits,92,19.09,57.0,404.88,warning,CLOSED,6.28,-0.05
991,2025-09-02 03:06:05.102 +0700,fruits,76,29.56,67.6,413.63,bad,OPEN,6.9,0.57
992,2025-09-02 03:06:10.455 +0700,fruits,35,26.41,75.63,413.97,bad,CLOSED,6.2,-0.13
993,2025-09-02 03:06:15.821 +0700,fruits,98,27.16,49.9,408.32,bad,OPEN,7.45,1.12
994,2025-09-02 03:06:21.235 +0700,fruits,73,24.66,69.68,404.85,warning,OPEN,6.31,-0.02
995,2025-09-02 03:06:26.668 +0700,fruits,65,19.29,88.83,402.85,bad,CLOSED,4.89,-1.44
996,2025-09-02 03:06:32.063 +0700,fruits,94,22.78,83.81,416.61,bad,OPEN,5.43,-0.9
997,2025-09-02 03:06:37.448 +0700,fruits,66,20.72,84.65,406.06,bad,CLOSED,5.21,-1.12
998,2025-09-02 03:06:42.858 +0700,fruits,57,29.65,84.37,397.08,bad,OPEN,6.23,-0.1
999,2025-09-02 03:06:48.247 +0700,fruits,41,26.44,55.3,418.24,bad,CLOSED,7.09,0.76
1000,2025-09-02 03:06:53.633 +0700,fruits,63,19.22,45.71,419.36,bad,OPEN,6.73,0.4
1001,2025-09-02 03:06:59.020 +0700,fruits,73,24.33,92.93,412.2,bad,CLOSED,5.21,-1.12
1002,2025-09-02 03:07:04.372 +0700,fruits,44,24.03,52.6,402.5,warning,OPEN,7.02,0.69
1003,2025-09-02 03:07:09.794 +0700,fruits,47,29.46,45.53,399.37,bad,OPEN,7.94,1.61
1004,2025-09-02 03:07:15.146 +0700,fruits,70,27.65,54.84,401.84,bad,OPEN,7.31,0.98
1005,2025-09-02 03:07:20.560 +0700,fruits,47,20.21,45.59,419.8,bad,CLOSED,6.84,0.51
